length,leapCount,cfCount,avgfs,varfs,stdevfs,avgfs1,varfs1,stdevfs1,avgfs3,varfs3,stdevfs3,avgfs5,varfs5,stdevfs5,avgfsTie,varfsTie,stdevfsTie,avgfsNoTie,varfsNoTie,stdevfsNoTie
8,N/A,1854,182.32362459546925,6103.264199160034,78.12339085805246,48.855447680690396,733.287626741335,27.0792840884196,67.04099244875944,910.5258277097593,30.174920508756262,66.42718446601941,810.826143421203,28.47500910309254,123.0480043149946,3552.225850925549,59.600552438090276,59.27562028047465,1521.4973883692992,39.00637625272693
8,0,649,229.92141756548537,6248.815088283266,79.0494471092826,59.42989214175655,790.36218812396,28.11338094438234,86.18181818181819,931.1410561703317,30.514603981869595,84.30970724191063,763.3324327340146,27.628471415082206,153.01386748844376,4427.5945688637985,66.54017259418403,76.9075500770416,1776.9221155695277,42.15355400876096
8,1,780,178.26410256410256,3811.855890861271,61.740229112477955,49.297435897435896,624.4499934253784,24.988997447384286,64.40384615384616,573.7792159763311,23.95368898471238,64.56282051282051,497.7306689677849,22.30987828222702,121.44358974358974,2455.8698948060514,49.55673410149272,56.82051282051282,1211.2216305062464,34.802609535870246
8,2,392,119.77295918367346,2337.405085120782,48.346717418256866,32.599489795918366,390.0564283111203,19.749846285759297,43.7780612244898,329.00941664931264,18.138616723700643,43.39540816326531,394.9686523844231,19.873818263847113,81.86989795918367,1031.6488897855054,32.119291551737334,37.9030612244898,726.393664098292,26.95169130311291
8,3,33,85.21212121212122,1282.4095500459136,35.8107462927808,23.545454545454547,277.1570247933884,16.648033661468503,29.272727272727273,147.77410468319556,12.15623727488056,32.39393939393939,254.42056932966025,15.950566426608814,60.78787878787879,452.89439853076215,21.28131571427768,24.424242424242426,379.5775941230487,19.482751194917228
